,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1816,75.0,7.0,23.0,15.96,14.88,13.42,8.54,15.67,9.13,14.62,13.42,13.13,10.83,16.75,0.0
1817,73.0,2.0,4.0,17.88,13.08,12.75,6.21,10.37,7.33,9.67,9.33,8.5,10.54,14.88,0.0
1818,69.0,1.0,14.0,11.63,20.38,5.58,3.92,9.38,3.67,6.0,5.25,4.88,4.83,10.58,1.0
1819,77.0,6.0,10.0,14.12,12.75,27.25,8.29,10.88,8.17,16.0,10.08,9.54,10.04,19.62,0.0
1820,73.0,1.0,30.0,15.25,18.5,10.75,7.79,12.08,8.71,14.71,10.63,11.54,10.5,18.5,0.0
1821,65.0,1.0,21.0,16.66,15.59,13.92,6.29,13.04,9.54,10.63,9.38,7.58,10.63,17.41,0.0
1822,66.0,3.0,10.0,18.71,16.0,14.54,11.79,20.88,14.0,22.29,17.79,18.29,19.46,23.04,0.0
1823,75.0,4.0,1.0,16.5,11.54,10.5,7.71,9.25,8.08,11.71,8.92,11.04,12.17,13.79,0.0
1824,64.0,9.0,22.0,18.12,18.38,17.54,10.0,16.04,12.54,14.21,16.42,11.34,18.54,18.5,1.0
1825,70.0,5.0,16.0,10.92,6.67,6.96,4.88,6.67,6.08,7.17,4.75,5.91,6.08,8.5,1.0
1826,62.0,12.0,7.0,25.46,17.5,22.34,16.21,15.34,12.75,13.13,14.67,9.96,13.96,23.21,0.0
1827,70.0,8.0,28.0,2.54,2.54,4.25,1.25,2.25,1.83,1.0,0.79,0.96,1.33,5.58,1.0
1828,61.0,5.0,24.0,5.54,5.96,3.71,3.37,3.92,1.63,4.0,3.37,4.92,6.5,8.83,1.0
1829,64.0,2.0,10.0,4.88,3.79,5.5,0.42,4.63,1.87,10.83,4.75,3.21,5.88,8.92,1.0
1830,66.0,7.0,27.0,9.29,6.96,8.63,4.88,7.5,4.17,5.46,6.34,6.42,6.0,10.54,1.0
1831,63.0,2.0,13.0,18.91,20.12,16.54,10.75,18.0,13.7,12.83,14.79,12.96,16.42,19.58,0.0
1832,74.0,10.0,1.0,8.54,4.08,8.33,3.96,5.5,2.0,6.79,4.88,4.63,4.08,7.33,0.0
1833,62.0,8.0,23.0,18.84,14.79,17.33,9.25,14.25,10.0,17.04,14.04,11.75,14.25,20.67,0.0
1834,74.0,11.0,13.0,27.58,22.25,21.92,13.92,17.37,12.12,12.79,12.33,13.88,10.17,11.08,0.0
1835,63.0,1.0,4.0,10.29,1.54,6.67,5.21,6.08,5.13,8.54,8.21,5.91,11.17,11.54,0.0
1836,77.0,12.0,8.0,6.63,4.54,10.83,3.75,4.58,4.75,9.0,6.42,5.33,4.79,8.12,0.0
1837,68.0,6.0,21.0,10.29,10.08,12.21,8.46,13.13,6.17,10.41,7.54,7.58,5.29,11.42,1.0
1838,78.0,2.0,22.0,21.17,16.58,19.25,12.67,15.0,12.62,15.37,13.17,14.04,12.29,8.92,0.0
1839,74.0,9.0,10.0,11.08,13.67,12.67,5.0,9.59,7.96,8.0,9.71,9.59,8.42,16.83,0.0
1840,74.0,3.0,24.0,10.21,5.41,14.04,5.96,8.38,7.92,15.0,12.75,11.5,8.87,10.96,0.0
1841,74.0,9.0,8.0,16.58,11.38,15.71,5.63,13.54,8.33,10.88,8.79,10.67,7.87,10.71,0.0
1842,76.0,9.0,5.0,4.54,4.29,5.17,1.75,1.0,2.33,3.79,1.83,4.12,4.08,5.46,1.0
1843,69.0,6.0,30.0,5.66,8.5,7.83,2.71,7.46,5.46,6.25,9.75,8.71,7.87,15.46,1.0
1844,75.0,9.0,19.0,14.37,17.08,11.83,5.71,13.0,9.29,8.25,13.25,11.54,11.17,18.91,0.0
1845,74.0,11.0,29.0,9.08,10.29,8.96,2.29,7.41,4.29,9.96,7.08,7.46,4.96,9.38,1.0
1846,68.0,5.0,14.0,8.71,9.21,11.08,4.21,10.21,5.79,6.92,9.38,5.96,4.83,14.58,1.0
1847,76.0,5.0,15.0,18.41,14.37,18.84,8.96,14.04,8.75,13.25,8.08,13.75,12.38,13.92,1.0
1848,71.0,8.0,29.0,14.62,10.96,11.63,7.67,14.46,8.79,11.04,6.21,10.67,6.0,13.17,1.0
1849,61.0,11.0,23.0,9.0,9.83,6.34,6.25,10.13,7.41,15.41,9.08,9.33,12.42,20.46,0.0
1850,77.0,3.0,8.0,26.2,24.0,18.66,13.33,20.5,18.38,17.67,18.54,18.05,19.79,29.29,0.0
1851,74.0,1.0,18.0,18.16,16.46,13.42,9.46,20.67,14.04,20.62,15.75,18.16,17.5,25.21,0.0
1852,72.0,5.0,7.0,13.5,7.79,12.33,6.0,8.29,4.96,8.17,7.04,7.25,6.87,9.13,1.0
1853,69.0,3.0,9.0,9.83,10.41,7.0,4.75,10.34,3.83,9.0,10.34,9.5,8.58,13.33,0.0
1854,71.0,11.0,30.0,16.29,16.08,8.33,4.0,11.34,5.79,9.08,5.83,8.08,4.21,18.79,1.0
1855,65.0,8.0,9.0,10.75,9.71,8.12,5.58,11.21,7.12,6.54,7.96,4.71,8.63,8.5,1.0
1856,64.0,9.0,13.0,12.75,11.75,13.17,8.29,9.62,6.96,9.17,9.33,7.5,10.46,16.66,1.0
1857,69.0,2.0,5.0,7.5,10.58,5.25,4.58,11.42,6.25,10.79,11.71,8.46,13.62,22.29,0.0
1858,69.0,6.0,8.0,6.46,3.46,8.75,3.25,2.71,3.71,2.88,2.62,4.38,3.33,5.29,1.0
1859,63.0,12.0,21.0,9.96,2.13,8.29,2.46,4.42,2.37,10.88,1.92,3.96,6.67,5.63,1.0
1860,63.0,11.0,10.0,32.96,22.25,26.67,20.46,23.75,16.83,19.83,21.29,16.71,17.25,24.13,0.0
1861,74.0,1.0,13.0,18.91,16.42,15.16,8.21,14.42,9.71,13.92,9.96,12.08,13.33,16.42,0.0
1862,69.0,8.0,12.0,14.92,4.75,15.59,6.71,8.92,5.79,7.21,3.79,7.46,5.96,7.58,1.0
1863,74.0,3.0,22.0,12.87,13.08,8.96,6.5,12.21,8.96,6.71,12.5,10.96,8.79,15.0,0.0
1864,76.0,6.0,10.0,12.33,14.21,12.87,7.33,12.33,9.75,10.83,10.46,11.42,9.62,19.08,0.0
1865,72.0,9.0,18.0,7.75,4.46,8.0,2.71,2.17,0.96,4.5,2.46,2.21,1.33,3.58,1.0
1866,74.0,12.0,26.0,25.41,22.21,19.55,12.87,20.5,12.71,19.5,14.5,16.75,12.87,15.16,0.0
1867,78.0,10.0,3.0,9.92,7.67,6.54,3.63,9.79,6.67,9.25,7.5,9.04,7.46,14.5,0.0
1868,77.0,6.0,13.0,12.87,8.08,9.25,4.58,7.0,6.63,6.21,5.91,5.58,5.58,9.46,1.0
1869,76.0,10.0,20.0,16.38,13.62,9.5,3.0,11.75,6.5,6.96,6.5,5.13,6.42,14.5,1.0
1870,72.0,9.0,28.0,6.29,9.13,5.58,1.79,5.71,3.63,2.54,6.0,3.54,4.38,13.08,1.0
1871,67.0,3.0,11.0,21.09,24.62,15.16,16.75,24.67,16.75,26.54,20.38,20.5,20.5,28.84,0.0
1872,69.0,11.0,3.0,22.63,12.38,17.62,5.25,6.42,3.58,4.75,5.71,5.96,5.91,8.63,1.0
1873,73.0,6.0,27.0,4.5,6.29,12.0,2.83,5.58,3.37,2.67,3.0,4.46,3.63,7.17,1.0
1874,63.0,6.0,8.0,7.17,7.83,3.67,2.58,7.62,4.17,4.25,5.91,4.83,4.83,5.17,1.0
1875,68.0,5.0,28.0,5.17,5.96,4.5,3.42,5.83,1.63,3.0,4.04,0.96,2.21,11.21,1.0
1876,69.0,10.0,4.0,12.54,11.25,11.71,7.96,11.58,6.96,8.08,9.75,8.17,7.41,16.0,1.0
1877,71.0,12.0,11.0,9.13,7.71,6.67,3.37,8.17,7.17,12.29,5.63,8.79,10.75,15.29,0.0
1878,64.0,4.0,27.0,16.5,15.25,15.83,10.25,15.09,12.71,11.42,14.37,9.96,14.46,16.75,0.0
1879,77.0,10.0,1.0,16.75,15.34,12.25,9.42,16.38,11.38,18.5,13.92,14.09,14.46,22.34,0.0
1880,73.0,12.0,5.0,8.79,8.42,8.96,3.37,6.75,5.41,9.62,9.0,9.25,9.46,13.42,0.0
1881,65.0,6.0,15.0,18.63,15.79,18.58,12.12,18.79,13.42,15.67,12.21,13.54,15.54,9.54,1.0
1882,66.0,4.0,21.0,14.33,14.75,10.88,7.29,11.0,9.04,7.87,7.0,7.41,8.75,12.33,0.0
1883,73.0,5.0,11.0,11.0,11.0,8.29,7.25,11.63,8.63,11.12,10.29,11.87,9.59,14.09,0.0
1884,66.0,4.0,25.0,10.46,12.46,10.0,5.91,9.17,7.17,9.21,10.29,6.21,9.87,15.0,1.0
1885,77.0,7.0,20.0,16.25,9.33,10.63,7.96,11.71,9.25,15.29,7.62,10.21,11.83,11.63,0.0
1886,75.0,3.0,4.0,4.63,5.46,5.66,0.5,3.42,0.0,1.63,1.54,0.54,0.25,5.5,1.0
1887,66.0,2.0,23.0,12.33,11.67,11.67,9.33,15.25,10.17,17.79,11.5,12.67,15.71,18.71,0.0
1888,71.0,9.0,7.0,10.08,8.29,7.0,4.79,9.42,6.87,6.71,5.25,6.83,6.0,6.83,1.0
1889,73.0,4.0,28.0,8.25,10.79,10.41,4.17,6.08,3.58,5.58,5.83,5.46,4.96,9.83,1.0
1890,71.0,3.0,10.0,8.83,1.5,5.58,5.58,5.33,2.67,7.0,4.71,7.58,6.46,7.46,1.0
1891,71.0,9.0,21.0,2.46,1.87,2.37,1.04,3.42,2.33,2.83,2.96,3.46,2.83,7.67,1.0
1892,75.0,5.0,3.0,6.25,6.29,4.92,1.71,3.54,0.29,2.54,2.42,1.04,2.04,6.63,1.0
1893,73.0,6.0,16.0,12.54,14.96,13.17,7.17,11.92,9.71,9.04,11.71,9.29,11.71,20.3,0.0
1894,75.0,5.0,23.0,8.21,9.59,10.79,4.5,6.42,4.71,5.88,7.17,8.12,9.29,10.88,0.0
1895,76.0,6.0,22.0,13.88,14.21,11.0,8.67,12.83,9.83,8.96,7.33,12.83,10.83,10.04,1.0
1896,76.0,8.0,4.0,7.33,3.04,5.58,3.29,3.54,3.63,6.75,3.88,5.0,5.25,8.79,1.0
1897,71.0,12.0,27.0,8.75,6.13,9.04,3.13,7.0,7.41,13.13,12.96,11.12,10.88,19.25,0.0
1898,66.0,11.0,18.0,12.96,8.75,16.62,8.08,6.5,0.79,8.42,2.92,5.25,6.38,7.17,1.0
1899,69.0,6.0,19.0,14.37,14.96,12.33,8.29,12.42,12.0,13.42,8.83,11.17,9.46,12.46,1.0
1900,63.0,12.0,13.0,17.46,12.54,17.96,6.04,12.0,6.87,13.04,10.88,7.83,8.79,11.38,1.0
1901,72.0,3.0,26.0,16.42,17.0,11.79,10.29,18.88,11.17,15.63,15.04,14.33,11.46,23.04,0.0
1902,66.0,5.0,4.0,18.34,14.62,14.79,11.42,18.38,12.92,15.34,15.09,13.54,14.54,19.58,0.0
1903,76.0,7.0,17.0,8.33,9.29,8.25,2.92,7.46,4.21,5.79,5.58,7.87,4.63,12.33,1.0
1904,76.0,10.0,9.0,5.66,6.21,7.54,1.38,6.58,5.75,1.63,7.92,5.37,6.08,14.67,1.0
1905,76.0,1.0,18.0,16.5,15.09,11.46,7.54,12.83,8.12,13.83,12.29,12.58,12.71,18.88,0.0
1906,75.0,9.0,20.0,12.46,11.96,11.04,5.5,13.13,8.33,11.42,9.62,11.29,10.96,19.58,0.0
1907,69.0,5.0,31.0,10.58,5.33,7.62,6.54,8.38,5.88,6.63,4.04,6.17,7.46,7.08,1.0
1908,64.0,3.0,16.0,21.25,20.12,19.95,11.5,23.16,12.33,17.41,16.75,11.67,16.0,18.0,0.0
1909,73.0,6.0,28.0,14.21,9.87,10.25,3.75,8.29,5.41,5.96,9.75,7.38,7.71,17.41,1.0
1910,77.0,7.0,25.0,20.33,16.25,13.67,11.79,15.59,12.29,15.41,9.83,11.04,13.33,15.34,0.0
1911,62.0,3.0,21.0,10.13,5.66,16.08,4.92,5.83,3.71,6.71,3.0,3.83,5.63,3.63,1.0
1912,66.0,9.0,16.0,7.75,7.08,6.38,2.62,5.83,4.46,6.13,8.58,5.0,8.38,15.83,0.0
1913,76.0,7.0,5.0,8.12,7.21,5.21,3.17,6.17,2.67,1.54,4.17,4.83,1.67,7.87,1.0
1914,73.0,2.0,12.0,28.01,28.16,17.58,16.08,28.62,18.58,24.21,22.67,23.63,19.67,30.63,0.0
1915,69.0,9.0,30.0,8.83,7.96,7.29,4.33,11.63,6.58,11.38,9.17,8.54,9.33,15.41,0.0
1916,63.0,12.0,19.0,12.58,10.37,19.29,8.08,10.08,3.92,10.58,5.66,5.33,4.21,5.37,1.0
1917,75.0,3.0,31.0,12.79,10.83,8.29,6.58,8.87,6.29,9.46,7.62,8.96,9.59,12.92,1.0
1918,75.0,5.0,20.0,9.67,2.5,10.0,2.5,4.29,4.04,2.54,2.96,3.58,4.04,9.08,1.0
1919,74.0,3.0,19.0,15.79,16.17,16.71,7.71,10.92,7.5,8.12,10.46,9.21,8.54,14.25,1.0
1920,73.0,11.0,17.0,13.96,10.21,8.17,3.17,11.12,6.87,2.75,7.54,6.79,6.83,14.17,0.0
1921,63.0,3.0,23.0,6.34,8.04,4.88,1.63,6.42,3.88,4.79,7.75,3.04,6.67,14.96,1.0
1922,73.0,6.0,24.0,6.54,3.21,4.46,1.87,4.79,2.08,2.71,1.46,1.96,2.67,7.21,1.0
1923,70.0,10.0,27.0,14.46,14.96,12.67,5.63,13.04,9.25,10.17,9.17,9.67,7.62,12.75,1.0
1924,66.0,6.0,30.0,5.83,5.04,6.21,4.04,8.25,5.37,6.42,4.54,6.63,6.54,11.87,1.0
1925,68.0,7.0,15.0,13.17,8.04,8.96,9.5,11.08,8.0,11.08,8.21,9.71,9.29,10.37,1.0
1926,75.0,11.0,30.0,10.96,10.34,6.71,0.71,8.0,4.25,10.63,4.04,6.34,5.21,8.79,0.0
1927,76.0,3.0,11.0,14.83,9.13,13.0,8.17,9.96,6.79,11.34,9.46,11.0,11.87,11.58,0.0
1928,66.0,8.0,13.0,12.87,5.33,9.96,6.79,8.58,3.04,9.67,5.29,6.21,5.09,11.42,1.0
1929,78.0,8.0,20.0,7.79,11.58,8.63,3.96,8.5,7.5,5.41,11.04,9.46,7.38,16.96,1.0
1930,62.0,1.0,23.0,14.58,15.75,12.5,5.04,10.83,8.38,12.71,6.87,6.96,8.63,12.54,1.0
1931,63.0,2.0,2.0,15.04,14.37,26.34,10.71,12.71,8.33,15.16,11.08,9.42,9.46,9.25,1.0
1932,72.0,4.0,19.0,7.04,3.17,13.29,3.29,4.71,3.67,6.34,2.62,4.54,2.21,7.54,1.0
1933,65.0,7.0,23.0,8.0,4.83,8.87,3.79,5.54,3.33,6.96,7.21,4.42,4.96,10.79,1.0
1934,61.0,8.0,3.0,16.08,15.79,15.59,8.96,16.92,10.21,11.92,13.04,11.12,12.83,18.54,0.0
1935,69.0,6.0,26.0,12.62,13.79,13.04,8.63,13.33,11.29,9.83,11.67,11.75,11.38,19.58,0.0
1936,61.0,11.0,27.0,7.92,4.67,10.58,4.71,4.17,2.29,5.83,1.92,2.25,3.63,5.5,1.0
1937,70.0,4.0,25.0,26.71,16.83,21.5,13.21,17.75,13.83,19.41,15.96,16.42,14.71,18.38,0.0
1938,73.0,8.0,25.0,3.29,4.79,4.54,1.21,6.17,1.58,0.71,3.29,1.75,1.58,6.79,1.0
1939,70.0,7.0,31.0,7.67,6.96,11.34,3.83,6.63,5.33,4.67,5.21,7.25,5.54,10.04,1.0
1940,78.0,7.0,2.0,16.04,14.42,12.75,10.46,15.79,11.17,11.92,10.34,10.79,5.33,10.41,1.0
1941,72.0,5.0,2.0,13.79,11.5,5.63,3.88,9.33,3.88,4.5,6.58,4.46,5.09,11.83,1.0
1942,77.0,9.0,18.0,10.34,6.54,13.96,3.21,5.46,5.83,8.38,3.0,5.0,4.04,8.58,1.0
1943,74.0,10.0,9.0,10.88,4.75,9.83,3.0,4.42,1.96,8.38,6.38,5.13,4.12,9.79,1.0
1944,78.0,7.0,25.0,12.25,12.33,15.29,7.58,10.17,8.5,8.42,8.79,9.87,9.08,16.92,0.0
1945,76.0,7.0,10.0,18.08,16.17,12.46,9.67,15.67,11.67,9.13,9.59,13.67,11.75,21.21,0.0
1946,62.0,6.0,16.0,5.75,5.5,8.08,3.67,7.71,4.42,8.42,7.58,7.38,8.0,13.17,1.0
1947,63.0,11.0,28.0,15.83,11.12,13.54,8.21,8.54,6.34,10.41,5.96,9.5,8.17,10.54,1.0
1948,67.0,11.0,16.0,10.34,3.96,13.13,4.08,5.75,2.42,6.54,3.54,4.29,6.71,9.08,0.0
1949,78.0,12.0,28.0,13.21,5.46,13.46,5.0,8.12,9.42,14.33,16.25,15.25,18.05,21.79,0.0
1950,65.0,7.0,7.0,9.46,9.87,5.09,6.0,7.75,4.71,7.75,7.29,6.5,10.58,10.34,0.0
1951,68.0,1.0,16.0,24.92,22.25,21.0,14.37,17.29,12.5,15.54,14.37,12.04,10.58,16.66,1.0
1952,77.0,1.0,19.0,14.58,17.62,10.25,5.58,10.63,9.83,7.17,10.54,8.67,10.5,16.17,0.0
1953,63.0,10.0,29.0,12.46,9.79,14.96,10.08,9.92,7.08,8.21,8.71,8.33,11.38,11.92,1.0
1954,62.0,10.0,25.0,13.13,12.87,11.21,7.92,12.04,8.96,11.79,11.38,9.79,14.17,19.21,0.0
1955,61.0,4.0,12.0,10.63,10.04,11.38,5.13,5.71,5.13,6.54,4.75,4.5,5.17,8.5,1.0
1956,61.0,6.0,11.0,8.29,6.83,6.04,3.29,7.33,1.87,6.25,3.13,5.41,5.21,5.37,1.0
1957,68.0,3.0,1.0,8.67,6.21,9.59,3.88,4.67,0.58,4.63,3.17,1.17,3.42,5.29,1.0
1958,67.0,8.0,1.0,10.34,6.92,8.54,4.63,9.42,5.33,7.62,8.54,7.21,6.08,17.75,1.0
1959,61.0,6.0,16.0,13.88,14.54,13.75,8.29,13.29,10.0,10.54,16.54,11.54,14.71,25.25,0.0
1960,74.0,7.0,3.0,15.09,13.21,13.62,6.42,13.62,8.21,11.12,9.75,9.25,8.04,11.92,1.0
1961,65.0,1.0,8.0,13.04,15.29,8.79,7.17,13.62,9.04,13.21,11.5,9.75,12.87,20.21,0.0
1962,78.0,9.0,27.0,14.04,13.21,9.04,7.58,14.42,9.33,13.79,9.83,11.67,10.21,16.54,0.0
1963,68.0,1.0,8.0,16.54,15.87,18.29,9.33,14.96,11.5,18.0,9.17,11.29,12.46,14.46,0.0
1964,68.0,5.0,5.0,15.46,17.67,8.0,6.5,14.5,6.42,6.92,13.37,6.13,7.62,26.12,0.0
1965,75.0,5.0,8.0,17.92,13.13,24.0,8.67,15.5,7.04,11.08,13.54,12.17,10.79,15.41,1.0
1966,66.0,11.0,5.0,13.08,17.67,18.12,9.67,14.88,10.79,17.67,16.29,11.54,14.33,25.08,0.0
1967,66.0,5.0,16.0,10.37,14.25,10.29,6.42,12.0,8.33,6.75,9.62,7.08,10.21,21.12,0.0
1968,69.0,1.0,29.0,9.75,6.54,6.0,6.17,8.87,3.25,9.92,6.63,8.92,8.83,12.58,1.0
1969,68.0,12.0,13.0,21.46,11.63,19.5,6.96,5.91,2.62,12.04,2.71,7.04,9.13,6.13,1.0
1970,61.0,5.0,19.0,5.0,5.29,5.91,3.63,7.25,4.17,6.83,6.79,7.17,9.29,10.83,1.0
1971,67.0,2.0,6.0,8.08,10.08,7.12,4.33,8.92,5.58,10.41,5.46,6.46,9.21,14.5,0.0
1972,64.0,1.0,5.0,5.5,6.75,3.79,3.58,8.83,3.5,3.67,6.71,5.79,5.63,8.63,1.0
1973,66.0,7.0,20.0,13.5,9.46,23.0,9.71,11.83,6.58,9.38,9.13,8.67,8.58,13.59,1.0
1974,73.0,1.0,11.0,15.79,14.75,15.71,7.38,8.58,10.29,11.58,10.34,8.42,8.42,12.79,1.0
1975,66.0,9.0,14.0,18.16,16.58,17.5,10.04,20.62,12.33,18.21,16.08,14.04,15.96,22.92,0.0
1976,67.0,10.0,7.0,16.75,18.84,16.04,8.96,17.5,10.79,15.5,12.79,12.29,13.59,22.17,0.0
1977,72.0,6.0,11.0,9.5,9.79,8.25,3.08,5.54,1.87,6.0,3.21,2.83,5.66,7.21,1.0
1978,71.0,8.0,23.0,9.87,7.25,8.67,3.54,9.21,3.75,3.5,7.38,6.79,5.33,11.58,1.0
1979,69.0,10.0,16.0,19.46,18.79,18.91,13.46,17.0,14.54,9.87,16.29,13.37,16.62,25.58,0.0
1980,65.0,6.0,4.0,10.58,9.46,11.67,4.08,7.75,5.29,6.5,9.33,4.12,8.46,16.38,1.0
1981,77.0,9.0,4.0,19.25,15.83,17.0,7.5,15.04,12.54,16.04,12.71,13.04,15.04,21.71,0.0
1982,78.0,2.0,25.0,5.54,9.21,10.63,4.54,6.79,5.21,9.87,6.83,8.83,6.08,7.83,0.0
1983,74.0,7.0,17.0,14.5,6.25,9.59,6.25,8.75,4.88,7.12,6.34,6.25,7.08,9.62,1.0
1984,64.0,6.0,28.0,7.38,7.62,5.83,5.25,10.75,4.92,5.21,4.67,5.75,8.08,7.33,1.0
1985,76.0,11.0,26.0,18.0,16.38,15.92,8.71,13.0,12.38,16.75,12.04,13.0,14.21,16.71,0.0
1986,64.0,2.0,2.0,16.92,18.25,17.25,9.21,15.34,13.21,15.34,19.12,11.25,17.46,26.92,0.0
1987,77.0,12.0,26.0,11.96,14.58,9.75,4.08,10.54,7.75,11.96,9.87,10.92,7.79,15.12,1.0
1988,75.0,10.0,21.0,23.83,25.84,18.88,9.59,22.79,14.37,16.66,16.71,14.75,12.5,20.67,0.0
1989,78.0,1.0,5.0,12.12,10.46,11.29,3.37,8.79,7.87,13.88,15.04,12.54,13.17,20.41,0.0
1990,67.0,6.0,1.0,10.88,9.5,8.92,5.79,10.92,5.58,3.88,9.21,6.04,6.13,11.08,1.0
1991,74.0,3.0,23.0,14.12,6.25,14.67,4.96,8.75,9.79,13.7,11.67,14.92,10.34,9.54,0.0
1992,78.0,11.0,7.0,25.41,22.58,20.88,17.21,20.3,16.29,19.29,15.12,18.46,16.25,18.91,0.0
1993,73.0,11.0,1.0,10.79,12.75,9.59,3.58,7.87,5.5,5.17,6.34,5.09,4.33,4.75,1.0
1994,68.0,10.0,26.0,12.21,10.21,8.58,6.17,9.29,5.54,3.54,7.12,5.63,5.29,9.0,1.0
1995,72.0,11.0,12.0,21.5,20.12,15.96,9.04,12.71,7.41,12.33,10.63,10.88,8.79,13.62,1.0
1996,73.0,2.0,10.0,18.46,17.67,13.67,10.58,15.75,10.29,14.71,12.83,16.0,14.09,18.46,0.0
1997,64.0,2.0,18.0,18.21,16.0,22.79,12.75,18.16,11.87,24.0,20.67,12.71,18.34,22.46,0.0
1998,77.0,10.0,18.0,13.5,13.7,13.7,6.96,12.17,11.58,12.17,11.17,13.46,9.75,12.29,0.0
1999,68.0,9.0,9.0,15.0,16.71,15.54,12.54,18.38,12.92,13.42,13.59,15.04,15.09,18.0,0.0
2000,78.0,8.0,6.0,9.38,8.46,8.08,4.17,8.71,5.17,6.92,2.08,6.58,4.17,7.38,1.0
2001,62.0,7.0,11.0,8.63,7.75,3.42,2.75,6.13,2.88,5.71,5.83,4.42,7.04,10.58,1.0
2002,62.0,3.0,22.0,4.33,2.25,5.66,2.88,5.29,2.46,5.96,4.04,3.83,5.75,5.5,1.0
2003,64.0,9.0,20.0,11.38,6.21,9.87,5.0,8.75,6.21,10.17,5.37,8.87,7.38,11.17,1.0
2004,61.0,8.0,8.0,14.21,9.87,11.63,6.42,12.38,6.96,10.63,7.12,7.38,7.79,10.08,1.0
2005,64.0,3.0,28.0,9.5,8.33,10.75,5.37,12.71,8.21,8.92,9.71,6.29,10.29,7.92,1.0
2006,71.0,6.0,12.0,11.04,8.17,8.29,4.79,9.71,3.67,4.5,4.88,6.21,3.5,7.12,0.0
2007,62.0,1.0,26.0,5.96,4.08,4.92,2.13,4.54,3.08,7.41,1.92,4.04,4.08,4.29,1.0
2008,67.0,12.0,11.0,12.62,7.38,8.83,4.38,8.71,4.75,12.83,6.92,9.33,7.75,13.7,0.0
2009,76.0,10.0,1.0,10.96,6.71,10.41,4.63,7.58,5.04,5.04,5.54,6.5,3.92,6.79,1.0
2010,66.0,7.0,7.0,8.33,4.21,8.21,4.75,8.33,5.13,6.79,4.29,7.21,6.83,8.38,1.0
2011,69.0,6.0,21.0,11.96,11.54,13.37,7.17,12.25,13.13,9.38,6.5,9.42,8.92,8.29,0.0
2012,72.0,12.0,2.0,6.0,10.21,4.75,0.87,7.17,4.92,5.37,5.58,3.71,1.71,8.08,1.0
2013,66.0,7.0,16.0,18.08,12.83,8.96,8.83,13.17,9.04,6.17,8.08,8.33,7.75,12.42,1.0
2014,78.0,5.0,9.0,4.96,3.29,13.62,3.29,5.63,4.21,4.79,4.38,6.25,4.42,5.17,1.0
2015,63.0,11.0,5.0,9.29,7.5,10.67,5.04,9.92,7.08,11.12,10.83,7.29,10.58,12.83,0.0
2016,64.0,7.0,7.0,20.3,18.38,17.79,11.46,19.7,13.29,19.41,17.83,14.88,17.83,23.83,0.0
2017,74.0,8.0,24.0,15.16,16.21,13.88,6.13,9.79,8.46,10.04,14.54,10.79,11.29,20.25,0.0
2018,69.0,10.0,30.0,7.04,3.88,6.75,4.58,10.46,4.58,11.58,10.46,9.59,8.5,16.21,0.0
2019,64.0,11.0,6.0,8.54,4.21,14.54,4.83,6.83,1.58,5.88,3.37,2.96,2.42,2.67,1.0
2020,63.0,6.0,27.0,13.7,12.17,11.79,8.83,13.42,9.75,13.04,13.25,10.92,14.58,14.88,0.0
2021,69.0,4.0,20.0,15.87,15.59,11.38,6.58,14.29,7.17,7.41,9.79,8.29,8.38,11.92,0.0
2022,67.0,7.0,20.0,5.41,4.29,6.96,2.79,7.38,4.04,6.25,4.42,5.04,5.46,8.0,1.0
2023,77.0,12.0,24.0,17.79,14.25,14.75,11.67,17.67,12.62,21.75,13.54,15.25,12.96,16.88,0.0
2024,64.0,4.0,30.0,14.5,12.96,12.29,9.59,16.13,11.58,14.5,12.33,10.71,13.21,17.29,0.0
2025,63.0,5.0,24.0,9.59,9.21,6.17,3.88,10.54,5.29,4.96,6.29,5.33,5.04,7.54,1.0
2026,66.0,1.0,27.0,12.87,14.29,11.92,9.42,13.0,10.58,12.25,10.08,8.12,6.21,12.08,1.0
2027,73.0,8.0,28.0,9.21,7.79,7.83,2.58,5.04,2.46,3.67,5.63,3.17,3.75,14.79,1.0
2028,76.0,9.0,6.0,3.42,3.0,2.96,1.63,0.87,0.96,4.46,0.87,2.25,2.25,5.96,1.0
2029,73.0,11.0,19.0,8.5,5.91,10.13,3.17,6.58,1.71,4.33,4.29,4.58,7.62,5.83,0.0
2030,64.0,6.0,11.0,16.08,14.58,15.96,9.38,12.42,8.54,11.21,12.38,10.0,15.04,15.79,1.0
2031,70.0,3.0,31.0,21.42,20.46,17.21,12.46,15.37,11.17,15.16,13.29,13.83,17.37,22.83,0.0
2032,74.0,7.0,1.0,13.29,6.92,10.37,7.17,10.13,8.29,12.96,11.08,9.79,12.12,11.79,0.0
2033,63.0,4.0,2.0,3.88,3.13,5.04,3.75,5.46,4.5,8.96,6.5,7.41,6.54,7.08,1.0
2034,78.0,2.0,2.0,13.29,9.67,12.54,9.25,11.54,8.12,14.54,10.25,10.75,12.38,10.13,0.0
2035,71.0,1.0,14.0,11.04,10.88,9.5,2.92,8.75,3.96,4.17,6.25,5.66,3.58,7.71,1.0
2036,77.0,6.0,29.0,13.08,11.25,7.25,5.25,13.25,8.92,7.5,7.0,7.46,6.25,12.46,1.0
